name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike
Hotel Amarys Simart,4c0568e08f8fa593b1d2f10d,48.88998245952404,2.3488600935499218,75018,Paris,"['7 rue Simart (Rue Barbes)', '75018 Paris', 'France']",Hotel,75018,18,2
Au Sourire de Montmartre,4d0228503fd4224bc636b577,48.891387,2.344034,75018,Paris,"['64 rue du Mont Cenis', '75018 Paris', 'France']",Bed & Breakfast,75018,18,2
The Playce Hotel by HappyCulture,57dfd69f498e710fb04e0433,48.888539,2.3498459,75018,Paris,"['66 boulevard Barbès', '75018 Paris', 'France']",Hotel,75018,18,1
Hôtel de Bellevue,4bd1089d20cd9960e7a72e9e,48.8867278319156,2.3610202212372777,75018,Paris,"['67 rue Philippe de Girard', '75018 Paris', 'France']",Hotel,75018,18,6
Hôtel Faubourg 216-224,4bd73601304fce729c3733ab,48.883654313514846,2.359275362371178,75010,Paris,"['224 rue du Faubourg Saint-Denis', '75010 Paris', 'France']",Hotel,75010,10,6
Kube Hôtel,4adcda04f964a520ff3121e3,48.886703298925745,2.3589427055034435,75018,Paris,"['1-5 passage Ruelle', '75018 Paris', 'France']",Hotel,75018,18,26
Hotel Merryl,4bfbab1cab180f474e11b4ce,48.8852907744102,2.3605944021427017,75018,Paris,"['7 rue Pajol', '75018 Paris', 'France']",Hotel,75018,18,2
FM Hotel,4fb69a1ee4b0451d419cffe4,48.88722666867724,2.3543218303445936,75018,Paris,"['28 rue Myrha', '75018 Paris', 'France']",Hotel,75018,18,1
Waytostay,4d41e4dfaed776eb87546897,48.88673,2.35819,75018,Paris,"['Rue Jean Robert', '75018 Paris', 'France']",Hotel,75018,18,0
Rue Saint-Luc - Airbnb,53c7b1f6498e35c8e8f6e552,48.885598,2.3540669999999997,75010,Paris,"['Rue Saint-Luc', '75010 Paris', 'France']",Bed & Breakfast,75018,18,0
Hotel Du Globe 18,59162a742b98441e61b2c094,48.88893,2.3545241000000003,75018,montmartre - 18 distrito,"[""5 Rue Ernestine (Rue d'oran)"", '75018 montmartre - 18 distrito', 'France']",Hotel,75018,18,1
Auberge de jeunesse Paris Yves Robert,51c2d957498e48128cc9ae39,48.88869689375144,2.3626800207315264,75018,Paris,"['20 esplanade Nathalie Sarraute', '75018 Paris', 'France']",Hostel,75018,18,11
Apolinaire's Logis,5765c93acd10499ca21f07d3,48.890125,2.3584318,,,['France'],Vacation Rental,75018,18,0
Torcy Hotel Paris,4be19bab8dd062b5486a3e3c,48.890994899999995,2.3605424,,Paris,"['58 Rue de Torcy', 'Paris', 'France']",Hotel,75018,18,0
Hotel Du Square,4d3c2cee84d46ea8d9b8fb5c,48.890086075149746,2.3598081090782137,,,['France'],Hotel,75018,18,0
Hôtel De La Poste,5537ec34498e3945e0f6059b,48.89020561861364,2.3611812363651468,,,['France'],Resort,75018,18,0
Hôtel Le Paris 18,5d4dbef51ddc650008faa755,48.888799166600116,2.3584771156311035,75018,Paris,"['11 rue Doudeauville', '75018 Paris', 'France']",Hotel,75018,18,0
Suite Novotel Paris Porte de la Chapelle,4bc8d2bc762beee14d8f3d38,48.901726756420906,2.359404215685394,75018,Paris,"['1 Impasse Marteau', '75018 Paris', 'France']",Hotel,93210,0,35
Ibis Ornano - Montmartre Nord,4dbdc7121e72b351cad2d78d,48.89664635917479,2.346000084708157,75018,Paris,"['70 Boulevard Ornano', '75018 Paris', 'France']",Hotel,75018,18,10
Hôtel ibis Budget Paris Porte de la Chapelle,4cfcd62e2c1aa09021a0047a,48.901641837415106,2.3602166279861208,75018,Paris,"['7-9 impasse Marteau', '75018 Paris', 'France']",Hotel,93210,0,14
Kyriad Paris 18 - Porte De Clignancourt - Montmartre,53402b84498ee61b83d27b76,48.896951937599965,2.3458216488300554,75018,Paris,"['78 boulevard Ornano', '75018 Paris', 'France']",Hotel,75018,18,11
paris ibis hotel,521a4e0a11d2c3fe52b41c65,48.901614695162046,2.360086495532,,,['France'],Hotel,75018,18,0
swan's Airbnb,53d195b6498ef302a36870c0,48.895849,2.346295,,,['France'],Bed & Breakfast,75018,18,0
Hipotel Paris Montmartre,510a5d84e4b0701a24e0f8c6,48.896038592256225,2.3467752996964517,75018,Paris,"[""19-21 rue du Roi d'Alger"", '75018 Paris', 'France']",Hotel,75018,18,0
Hiphotel,513f967be4b052f646e94ffa,48.895161455256996,2.347895448829457,,,['France'],Hotel,75018,18,0
Papa Shelter,512d1b0ee4b006828caf1618,48.892592,2.3597759999999997,,,['France'],Hotel Pool,75018,18,1
Hôtel Victoria - 1 boulevard Ornano,4adcda04f964a520f83121e3,48.894381594200475,2.3493741298549122,75018,Paris,"['1 boulevard Ornano', '75018 Paris', 'France']",Hotel,75018,18,0
Hôtel Ibis Paris La Villette,4f4e649de4b00b42c55701e4,48.901170775185115,2.3499789718808772,,,['France'],Bed & Breakfast,75018,18,0
Hotel des Olympiades,4e55fb1f1f6ecd24d00d88d8,48.8943901987042,2.349396226278193,75018,Paris,"['128-136 rue de Clignancourt', '75018 Paris', 'France']",Hotel,75018,18,1
Hôtel de la Terrasse,4c190501fe5a76b0f0eb0215,48.897302134743,2.3442170771186848,75018,Paris,"['67 rue Letort', '75018 Paris', 'France']",Hotel,75018,18,2
Hôtel GofeN,59fc55271987ec0bcb3711dd,48.892852000000005,2.3473040000000003,75018,Paris,"['17 Rue Baudelique', '75018 Paris', 'France']",Hotel,75018,18,0
La Boulangerie,4d710003cbc58cfa6beb7a72,48.898317999999996,2.349787,,Paris,"['84 bd Ney', 'Paris', 'France']",Hostel,75018,18,0
hôtel ibis budget allée des Guionnes stains,5310da6b498e3fd9c96e992d,48.90045928955078,2.352137565612793,,,['France'],Resort,75018,18,0
ETAP HOTEL PARIS PORTE DE LA CHAPELLE,537cc3b5498e81df80c0bcd9,48.901641909716815,2.359592914581299,75018,Paris,"['7-9 Impasse Marteau', '75018 Paris', 'France']",Hotel,93210,0,1
hipotel paris sacre couer olympiade,532d4794498ed54d322c23c5,48.893706,2.347342,,,['France'],Hotel,75018,18,2
B&B Hotel,56bb82f6498e49293e211381,48.817099832349776,2.3665022062775134,94200,Paris,"['3 rue Charles Leroy (Avenue de Verdun)', '94200 Paris', 'France']",Bed & Breakfast,75013,13,8
Kyriad Paris Sud - Porte d'Ivry,4bc8d897762beee138973d38,48.81984026479408,2.376156896352768,94200,Ivry-sur-Seine,"['1 rue René Villars', '94200 Ivry-sur-Seine', 'France']",Hotel,94200,0,8
Lodge in Mis,56baeb73498ee886eca1b5a6,48.82105685180364,2.3766411696316827,,,['France'],Bed & Breakfast,75013,13,10
Novotel Paris Porte d'Italie,4bd1b14f5e0cce72e3d7a184,48.81607795601716,2.364223124330045,94270,Le Kremlin-Bicêtre,"['22 rue Voltaire', '94270 Le Kremlin Bicêtre', 'France']",Hotel,94270,0,13
Ibis Styles Paris Massena Olympiades,5528df57498e1c4b95398d59,48.823573150525974,2.3714272122862994,75013,Paris,"['82-84 Rue Regnault', '75013 Paris', 'France']",Hotel,75013,13,19
Hostel Trendy,55da18fa498e6bbfeb35f823,48.81476416097732,2.3773204864710475,,Paris,"['Rue Edouard Vasseur', 'Paris', 'France']",Hostel,94200,0,17
ibis Budget,4c9287ae332c37049dfb8864,48.81582197764502,2.3637212906450142,94270,Le Kremlin-Bicêtre,"['20 Rue Voltaire', '94270 Le Kremlin-Bicêtre', 'France']",Hotel,94270,0,4
Comfort Hotel Paris Porte d'Ivry,5d29089b3f9ff700237ef793,48.81981952418898,2.3761807559981207,94200,Ivry-sur-Seine,"['1-11 Rue Rene Villars', '94200 Ivry-sur-Seine', 'France']",Hotel,94200,0,0
B&B HOTEL,5b50d2352463d8004464ad74,48.816875935407275,2.3665112797623347,94200,Ivry-sur-Seine,"['3 à 15 rue Charles Leroy', '94200 Ivry-sur-Seine', 'France']",Hotel,94200,0,0
파리 아르모니 민바ㄱ,51f0586c498e9e8709f8f606,48.816573999999996,2.3748869999999997,,,['France'],Boarding House,94200,0,0
Hotel Paris Massena Olympiades,53255357498e520c32efd294,48.823774,2.3713599999999997,,Paris,"['Paris', 'France']",Hotel,75013,13,0
Asia In Paris,5bca2ef00313200039949ca4,48.822124,2.367609,75013,Paris,"['Boulevard Massena 84 1206', '75013 Paris', 'France']",Hostel,75013,13,0
파리 아르모니 민바ㄱ,51f05839498e68342eaad716,48.816563,2.375034,,,['France'],Hotel,94200,0,0
Hôtel Best Western Bercy Rive Gauche,4d5150a3bd6ff04dfe73f00c,48.82360395386832,2.371430302861236,75013,Paris,"['82-84 Rue Regnault', '75013 Paris', 'France']",Hotel,75013,13,4
Ibis Styles,4c9d391f542b224b730ce89f,48.82894279147285,2.373949170504625,75013,Paris,"['21 rue de Tolbiac', '75013 Paris', 'France']",Hotel,75013,13,15
Quality Suites Bercy-Bibliotheque Paris 13eme,4dc323bfd164eb9c9fb54794,48.829441825553225,2.374740327939723,,Paris,"['15 rue de Tolbiac, 75013 Paris', 'Paris', 'France']",Hotel,75013,13,8
Hôtel Urban Bivouac,5b49eca289e490002c393ccd,48.8272434981764,2.3669086396694183,75013,Paris,"['1 rue Sthrau (Rue Tolbiac)', '75013 Paris', 'France']",Hotel,75013,13,4
Park & Suites Appart Hotel Prestige,4e48d680c65bd6ffbeb0a6b1,48.827799342333705,2.379519030713936,,Paris,"['70 avenue de France', 'Paris', 'France']",Hotel,75013,13,6
Green Hôtels Confort *** Paris 13,4bc8e360762beee1aaa63d38,48.82631136907419,2.3727360408691838,75013,Paris,"['90 rue de Patay', '75013 Paris', 'France']",Hotel,75013,13,3
Résidence Richemont,4adcda01f964a520543121e3,48.82784013436346,2.369170393018619,75013,Paris,"['17 rue Jean Colly', '75013 Paris', 'France']",Hotel,75013,13,5
Park And Suites Paris Grande Bibliotheque,4bd771d2304fce72b89133ab,48.82971985939089,2.374828940362101,,Paris,"['15 Rue De Tolbiac', 'Paris', 'France']",Hotel,75013,13,1
Quality Hotel & Suites Bercy Bibliothèque by HappyCulture,57dfd1d8498ec3c906525f1e,48.829251,2.374847,75013,Paris,"['15 rue De Tolbiac', '75013 Paris', 'France']",Hotel,75013,13,0
Chullachaki,4df65235483bdb5e137d79bd,48.82477,2.364743,,Paris 75013,"[""Avenue d'Ivry (Rue du Javelot)"", 'Paris 75013', 'France']",Resort,75013,13,0
hôtel Grande bibliothèque Paris,4e14213a15208bcf94e0acd6,48.82933538315934,2.374345064163208,75013,Paris,"['15 rue de Tolbiac', '75013 Paris', 'France']",Hotel,75013,13,0
Park & Suites,4d76cac979cf6dcbc8ad38ef,48.82889920662426,2.374352643041468,,,['France'],Hotel,75013,13,1
DAR EL MALAIKA,5620f932498e37e2bb159ca4,48.8273032,2.3790627999999288,75013,Paris,"['75 Avenue de France', '75013 Paris', 'France']",Hotel,75013,13,0
Park Suites Grandes Bibliotheques Hotel,4bd74b29304fce72185433ab,48.8279867544004,2.3794895113395618,75013,Paris,"['15 rue de Tolbiac', '75013 Paris', 'France']",Hotel,75013,13,0
OFF Paris Seine - Hôtel flottant,582be40a7a83427a34b3bbe5,48.842823143946674,2.3679397430577542,75013,Paris,"[""20-22 port d'Austerlitz"", '75013 Paris', 'France']",Hotel,75013,13,13
Hôtel ibis Styles Paris Bercy,4bc5fd46bf29c9b6350bf92a,48.838469966096,2.3810281064197625,75012,Paris,"['77 rue de Bercy', '75012 Paris', 'France']",Hotel,75012,12,40
Mercure Paris Bercy Bibliothèque,4bd74143304fce721d4533ab,48.83728372848782,2.3730974085184315,75013,Paris,"['6 boulevard Vincent Auriol', '75013 Paris', 'France']",Hotel,75013,13,9
Novotel Paris Bercy,4b6ec882f964a5206bca2ce3,48.83871473472214,2.3804517135943066,75012,Paris,"['85 rue de Bercy', '75012 Paris', 'France']",Hotel,75012,12,21
Hôtel Libertel Austerlitz – Jardin des Plantes,4d6662a9485ab1f7879c6949,48.84230325929124,2.363431016645344,75005,Paris,"[""12 boulevard de l'Hôpital"", '75005 Paris', 'France']",Hotel,75005,5,17
Hotel Jenner,581b343f58bdcf185efda3da,48.834610999999995,2.3642369999999997,75013,Paris,"['75013 Paris', 'France']",Bed & Breakfast,75013,13,3
Joliroom,598c581cf5e9d73b7345e690,48.83370002642347,2.3714858293533325,75013,Paris,"['55 boulevard Vincent Auriol', '75013 Paris', 'France']",Vacation Rental,75013,13,1
Hotel Claret,4d6f75160d996dcbbb44b68e,48.84001623043585,2.3816391532863634,75012,Paris,"['44 boulevard de Bercy', '75012 Paris', 'France']",Hotel,75012,12,6
Le Petit Paris Hotel,4cee3fa17b943704bb572c53,48.839925,2.368691,,,['France'],Hotel,75013,13,0
Résidence Orféa Austerlitz,4e9617eb7ee65b16747451a9,48.83721452678925,2.3717899424505418,75013,Paris,"['8 rue Edmond Flamand', '75013 Paris', 'France']",Bed & Breakfast,75013,13,1
Hôtel citizenM Paris Gare de Lyon,5950b6d4ee71205475acadc1,48.84383973736041,2.3714794382463573,75012,Paris,"['12 rue Van Gogh', '75012 Paris', 'France']",Hotel,75012,12,59
Courtyard by Marriott Paris Gare de Lyon,5bbc5cf23c858d002cf92ff3,48.8450980647,2.3713477553098983,75012,Paris,"['209-211 Rue De Bercy', '75012 Paris', 'France']",Hotel,75012,12,15
Holiday Inn Paris - Gare de Lyon Bastille,4bc8d247762beee10f8f3d38,48.846797702337426,2.37159176899695,75012,Paris,"['11 Rue De Lyon', '75012 Paris', 'France']",Hotel,75012,12,38
Ibis Gare de Lyon Ledru-Rollin,4c8b96c9a92fa09393e19bbf,48.84778020991638,2.3710244588569456,75012,Paris,"['41-43 avenue Ledru-Rollin', '75012 Paris', 'France']",Hotel,75012,12,21
Hôtel Élysée Gare de Lyon,50622443e4b0ef717cc74549,48.84664437764582,2.3698805272579198,75012,Paris,"['234 rue de Bercy', '75012 Paris', 'France']",Hotel,75012,12,4
Best Western Aurore,4bc8d1fe762beee1f18e3d38,48.845707852577505,2.3708640830227523,75012,Paris,"['13 rue Traversiere', '75012 Paris', 'France']",Hotel,75012,12,4
Timhôtel,4ecfede96da162f1bdeb5c5a,48.846730846055756,2.3701503730958215,75012,Paris,"[""3 Rue d'Austerlitz (Rue de Lyon)"", '75012 Paris', 'France']",Hotel,75012,12,5
Hôtel Ibis Style Gare De Lyon,4adcd9fff964a5208a3021e3,48.84823050197582,2.3718115581655272,75012,Paris,"['52 Ave. Ledru-Rollin', '75012 Paris', 'France']",Hotel,75012,12,3
Hôtel Terminus Paris,51af3b75498e46652f860fde,48.84557571318621,2.3718563584728263,75012,Paris,"['20 boulevard Diderot', '75012 Paris', 'France']",Hotel,75012,12,10
Goralska Résidences Paris Bastille,5908be210e5da87f3030c62a,48.848164000000004,2.3658900000000003,75004,Paris,"['7 boulevard Bourdon', '75004 Paris', 'France']",Hotel,75004,4,3
Maisonzen,4e1f7aa352b1f82ffb8a8a4d,48.848283,2.37089,,Paris,"['Paris', 'France']",Bed & Breakfast,75012,12,0
Hôtel Corail,4e84bd5a2fb6611bdfd70108,48.84740097345028,2.3714797943830486,75012,Paris,"['23 rue de Lyon', '75012 Paris', 'France']",Hotel,75012,12,2
Holliday Inn Paris Saint Germain Des Prés,51441b25e4b0acadf43a2389,48.846990516433756,2.3722887193646507,,,['France'],Hotel,75012,12,1
Nievre Hotel,56498c94498e2e765c88e3b7,48.8472621120424,2.3711684250866045,75012,Paris,"[""Rue d'Austerlitz"", '75012 Paris', 'France']",Hotel,75012,12,0
azur hotel,51ae5556498e0b8049c9d299,48.84634345056305,2.372211818651687,75012,Paris,"['5 Rue De Lyon', '75012 Paris', 'France']",Hotel,75012,12,2
Bel Oranger Hôtel,4decf81aae60a6bd389561c1,48.847006282950744,2.37054832216707,,Paris,"['Paris', 'France']",Hotel,75012,12,1
Hotel Du Midi,4f297fffe4b0c56e6ed9c720,48.84715,2.372477,,Paris,"['31 Rue Traversière', 'Paris', 'France']",Resort,75012,12,1
L'hotel particulier,4ffa02f1e4b009b1905de465,48.846835,2.370737,,,['France'],Hotel,75012,12,0
Avenue Ledru Rollin 28,4c46fab6417b20a17813dca9,48.84748579417551,2.3708083030899023,,Paris,"['Paris', 'France']",Bed & Breakfast,75012,12,0
Hotel De-Marseille,4db6fa616a23c31a034a28bf,48.847344,2.371221,,Paris,"['Paris', 'France']",Hotel,75012,12,0
Hotel De L'Aveyron,4f95c2b7e4b0489d4d7cb286,48.846866159881564,2.370344088436639,,,['France'],Hotel,75012,12,4
My Open Paris,590c7c6618d43b3d8caf1d39,48.848224,2.3711580000000003,75012,Paris,"['35 Rue De Lyon', '75012 Paris', 'France']",Bed & Breakfast,75012,12,1
Hôtel de France,4e84be602fb6611bdfd7085b,48.8473907277544,2.3719538748264317,75012,Paris,"['12 rue de Lyon', '75012 Paris', 'France']",Hotel,75012,12,0
Hôtel St. Hubert,4e8a10fc5c5c370ff48a6732,48.846990000000005,2.372219,,Paris,"['27 Rue de la Traversière', 'Paris', 'France']",Hotel,75012,12,0
Modern's Hotel,4d6b73fc790d370499bee790,48.847021999999996,2.370566,,,['France'],Hotel,75012,12,0
Hotel Alexandrie,4e344041c65bdb4c7a067479,48.847320124000255,2.371073999927599,75012,Paris,"[""19 Rue d'Austerlitz"", '75012 Paris', 'France']",Hotel,75012,12,4
Adriatic Hotel,509542bfe4b0f17ed567b331,48.847124920275725,2.3718651786724467,75012,Paris,"['6-8 rue de Lyon', '75012 Paris', 'France']",Hotel,75012,12,0
Fitness Center - Courtyard By Marriott Paris Gare De Lyon,5ccb723e788044002be6ab01,48.84491,2.3709707000000004,75012,Paris,"['209-211 Rue de Bercy', '75012 Paris', 'France']",Hotel,75012,12,0
Urban-Cocoon Paris Nation,4c95da5294a0236ae1029a12,48.846127,2.370793,75012,Paris,"['Rue Pierre Bourdan', '75012 Paris', 'France']",Bed & Breakfast,75012,12,0
Ibis Ledru-Rollin,538e3efb498e0a886b10d364,48.84811865466809,2.3713498113128533,,,['France'],Resort,75012,12,0
Hôtel Viator,4e29a99318384dd0a0eda3bf,48.84685643180428,2.37247958779335,75012,Paris,"['1 rue Parrot', '75012 Paris', 'France']",Hotel,75012,12,2
Hôtel Saint Louis Marais,4adcd9fff964a5208e3021e3,48.85242250767657,2.363636345699958,75004,Paris,"['1 rue Charles V', '75004 Paris', 'France']",Hotel,75004,4,6
Hôtel Marceau Bastille,4adcda02f964a520803121e3,48.84899680817392,2.369871927037675,75012,Paris,"['13 Rue Jules César', '75012 Paris', 'France']",Hotel,75012,12,18
Le Pavillon Bastille,4adcd9fff964a5207d3021e3,48.85085566773114,2.3700794951745485,75012,Paris,"['65 rue de Lyon', '75012 Paris', 'France']",Hotel,75012,12,9
Adagio aparthotel,51f28e05498e7b60334528a5,48.8493713457137,2.37230759114027,,Paris,"['11, rue Moreau', 'Paris', 'France']",Hotel,75012,12,1
Hôtel Paris Bastille,4c31e1e4213c2d7ffe84345d,48.85094373311793,2.370129830077442,75012,Paris,"['67 rue de Lyon', '75012 Paris', 'France']",Hotel,75012,12,5
Waytostay,4d41e500aed776ebc15a6897,48.85272,2.36999,75011,Paris,"['Rue de la Roquette, 11ème La Bastille', '75011 Paris', 'France']",Hotel,75012,12,0
Waytostay,4d41e61daed776ebea826897,48.8523,2.3638,75004,Paris,"['Boulevard Henri IV, 04ème Marais', '75004 Paris', 'France']",Hotel,75004,4,0
Hotel Castex,4adcda01f964a5203a3121e3,48.852673474240135,2.366092990643553,75004,Paris,"['5 Rue Castex (Rue Sa. Antoine)', '75004 Paris', 'France']",Hotel,75004,4,6
Studio La Cerisaie - Paris At Home,4dde5902fa769803ef8f2ede,48.851677,2.366458,,Paris,"['Paris', 'France']",Bed & Breakfast,75004,4,1
Hôtel Des Trois Gares,5638f95ccd10fd3230211748,48.848876000000004,2.3684439999999998,75012,Paris,"['1 rue Jules César', '75012 Paris', 'France']",Hotel,75012,12,0
Hôtel Des Trois Gares,5637343c498e430fd17ee66e,48.848876000000004,2.3684439999999998,75012,Paris,"['1 rue Jules César', '75012 Paris', 'France']",Hotel,75012,12,0
Hotel Le Bel Oranger,51be0941498e4bed5e061082,48.84938244927842,2.3720484117702534,75011,Paris,"[""9, Rue D'Austerlitz"", '75011 Paris', 'France']",Hotel,75012,12,0
Hôtel des 3 Gares,50e32e13e4b0c6dcd7317a45,48.848884000000005,2.368354,75012,Paris,"['1, rue Jules César', '75012 Paris', 'France']",Hotel,75012,12,3
Hôtel Novotel Paris Gare de Lyon,4ba7a426f964a5203ea539e3,48.84528354484117,2.375479638576508,75012,Paris,"['2 rue Hector Malot', '75012 Paris', 'France']",Hotel,75012,12,65
Ibis Gare de Lyon - Diderot,4cb0c2961463a14363e59fa9,48.84634143801829,2.3765702187788804,75012,Paris,"['31 bis Boulevard Diderot', '75012 Paris', 'France']",Hotel,75012,12,9
Hôtel Palym,4d3711c44754f04d3ffc9f7e,48.846178866324024,2.373332443047941,75012,Paris,"['4 Rue Émile Gilbert', '75012 Paris', 'France']",Hotel,75012,12,9
Mercure Paris Gare de Lyon,4b5f2380f964a52071a829e3,48.84445,2.372889,75012,Paris,"[""2 place Louis-Armand (Sous la Tour de l'Horloge)"", '75012 Paris', 'France']",Hotel,75012,12,15
Hotel Prince Albert Concordia,4c35f98f66e40f47b9fbcb8b,48.847251338025636,2.377637079603657,75012,Paris,"['108 Rue de Charenton', '75012 Paris', 'France']",Hotel,75012,12,1
Hotel Parisianer,5ce5bfcd9e3b65002cff93ac,48.84568,2.375357,75012,Paris,"['5 Rue Hector Malot', '75012 Paris', 'France']",Hotel,75012,12,1
Novotel Paris Gare de Lyon,585ab2f6cc5b6a63c4b42162,48.84545724605953,2.374999523162842,75012,Paris,"['2 rue Hector Malot', '75012 Paris', 'France']",Hotel,75012,12,65
Hôtel Trianon Gare de Lyon,4cf04d096c29236aedb35ea2,48.8463510889911,2.3795337975025177,75012,Paris,"['52 boulevard Diderot', '75012 Paris', 'France']",Hotel,75012,12,2
Helvetia,4dc7b1187d8b14fb465f9735,48.8460520628021,2.3755749358576144,,Paris,"['Paris', 'France']",Hotel,75012,12,2
Hôtel Lyon Bastille,4adcda01f964a520fb3021e3,48.846909384529965,2.3728175461292267,75012,Paris,"['3 rue Parrot', '75012 Paris', 'France']",Hotel,75012,12,1
Lux Hotel,50ddb8abe4b011b96702045b,48.84571725440553,2.381807773518735,75012,Paris,"['8, Avenue de Corbera (12 Bercy)', '75012 Paris', 'France']",Bed & Breakfast,75012,12,0
Hotel Mediterraneen,4d9390f68deb8cface3f2cc0,48.848122,2.37665,,Paris,"['Paris', 'France']",Hotel,75012,12,0
Blue Planet Hostel,4df1129bfa76042fed715dfa,48.84564196393001,2.375431806343004,75012,Paris,"['5 rue Hector Malot', '75012 Paris', 'France']",Hostel,75012,12,3
Paris Boutik L'epicerie,5a444ca62619ee703237a96f,48.84689,2.3743415,75012,Paris,"['12 rue Parrot (rue Michel Chasles)', '75012 Paris', 'France']",Hotel,75012,12,0
Hotel de Reims,4c965128f244b1f7de56331d,48.847105,2.377759,75012,Paris,"['26 rue Hector Malot', '75012 Paris', 'France']",Hotel,75012,12,1
Leavy,5beda2b6a42362002c35c521,48.84694347281748,2.3758471012115483,75012,Paris,"['34 Avenue Daumesnil', '75012 Paris', 'France']",Vacation Rental,75012,12,0
Waytostay,4d41e56aaed776eb166b6897,48.84652,2.37955,75012,Paris,"['Rue Charenton, 12ème Reuilly', '75012 Paris', 'France']",Hotel,75012,12,0
Ibis Bastille - Faubourg St-Antoine,4c5b3ef07f661b8ddf73451c,48.851731259470704,2.378818165274295,75011,Paris,"['13 rue Trousseau', '75011 Paris', 'France']",Hotel,75011,11,16
Auberge Internationale des Jeunes,4adcda00f964a520ee3021e3,48.85108799680742,2.378842119501276,75012,Paris,"['10 rue Trousseau', '75012 Paris', 'France']",Hostel,75011,11,17
Hôtel L'Antoine,552d135a498e6c44e132028e,48.852457344631866,2.3743520396677944,75011,Paris,"['12 rue de Charonne', '75011 Paris', 'France']",Hotel,75011,11,15
Hipotel Paris Bastille,576c4d44498e091a4a00abc9,48.850224,2.381417,75012,Paris,"['42, Rue De Citeaux', '75012 Paris', 'France']",Hotel,75012,12,1
Hotel Mercure Paris Bastille Saint Antoine,4f5f8c6be4b03d7202cb2733,48.849668493778665,2.3798435598371697,75012,Paris,"['64  rue Crozatier', '75012 Paris', 'France']",Hotel,75012,12,6
Luxor Hotel,4dea019fae60e989234c9efa,48.85016640276186,2.3730521611490176,75012,Paris,"['1-13 Rue Moreau', '75012 Paris', 'France']",Bed & Breakfast,75012,12,0
Hôtel Albe Bastille,537fb3c0498eaf0c78fd5563,48.84932488048872,2.374421678503591,,Paris,"['66 Rue de Charenton', 'Paris', 'France']",Hotel,75012,12,8
Color Design Hotel,4bcaed47cc8cd13a4775becf,48.84935029775031,2.380918675985592,75012,Paris,"['35 rue de Cîteaux', '75012 Paris', 'France']",Hotel,75012,12,16
Waytostay,4d41e600aed776ebdc7e6897,48.850359999999995,2.37351,75012,Paris,"['Rue Moreau, 12ème Reuilly', '75012 Paris', 'France']",Hotel,75012,12,0
Hôtel Best Western Saint Martin Bastille,5c77c103ba57b4002c3017af,48.852558,2.373972,75011,Paris,"['114 boulevard Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,0
Tre finestre su Parigi,5b0eac059deb7d002cf7b52d,48.852439000000004,2.373729,75011,Paris,"['5 rue de Charonne', '75011 Paris', 'France']",Vacation Rental,75011,11,1
Pavillon Saint Louis Bastille,53244ffa498ed923ef18da0c,48.849398023501024,2.3743183314894223,,,['France'],Hotel,75012,12,1
Gardette Park Hôtel,562a0f31498ee97ed5d8fac8,48.852558,2.373972,75011,Paris,"['1 rue Du Général Blaise', '75011 Paris', 'France']",Hotel,75011,11,0
Pick A Flat - Résidence Saint-Antoine,57051a49498e1a0085b09ea6,48.85062100454736,2.374216539253664,75012,Paris,"['Rue Saint-Nicolas (Rue Saint-Antoine)', '75012 Paris', 'France']",Bed & Breakfast,75012,12,1
Hôtel Paname Hotel,4bd713576798ef3bd423668d,48.84963121232746,2.3799549119450956,75012,Paris,"['64 rue Crozatier', '75012 Paris', 'France']",Hotel,75012,12,0
Waytostay,4d41e540aed776eba6646897,48.8513,2.3761,75011,Paris,"['Rue Faubourg Saint Antoine, 11ème La Bastille', '75011 Paris', 'France']",Hotel,75011,11,0
Rèsidence Bastille Libertè,5b30feac464d65002cba554a,48.852816,2.374949,75011,Paris,"['18-22 Rue de Charonne, 11th arr., Paris, 75011, France', '75011 Paris', 'France']",Hotel,75011,11,0
Hotel Baudelaire Bastille,4b848bc7f964a520113b31e3,48.852491,2.374173,75011,Paris,"['12, rue de Charonne', '75011 Paris', 'France']",Hotel,75011,11,0
Le Pavillon Bastille,4cd5dc52122ba14341312fa1,48.84935232715768,2.3744274062598483,75012,Paris,"['65 Rue de Lyon (Rue De Charenton)', '75012 Paris', 'France']",Hotel,75012,12,1
Bastille Hostel,4de257aab0fb267148829046,48.85100872081671,2.3786803847322626,75011,Paris,"['6 rue Trousseau', '75011 Paris', 'France']",Hostel,75011,11,5
Aij,4d9769ccb188721ea53b0f37,48.851098,2.378747,,,['France'],Hostel,75011,11,0
Hôtel Moxy,5c47796cd807ee0039134da2,48.857566585830114,2.3697906039192875,75011,Paris,"['34/36 rue Saint-Sabin', '75011 Paris', 'France']",Hotel,75011,11,6
Hôtel Pavillon de la Reine,4b05d882f964a52040e422e3,48.856386591661504,2.366008934683876,75003,Paris,"['28 place des Vosges', '75003 Paris', 'France']",Hotel,75003,3,48
Hôtel Original Paris,4f906194e4b00b60133113da,48.8546963794098,2.3688413516715108,75011,Paris,"['8 boulevard Beaumarchais', '75011 Paris', 'France']",Hotel,75011,11,37
